,Unnamed: 0,Unnamed: 0.1,path_signal,path_target,path_signal_transformed,path_prediction,path_prediction_unpropped,mbp_file,tform,predicted_tform,pixel_error
40,40,40,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_data/session_1836000179/Site 3/S_040_1517142915/Tile_r3-c1_S_040_151714_flip_flip.tif,,40/signal_transformed.tiff,40/prediction.tiff,40/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0040_F0015_Z00.tif,-0.0195293879 -0.0970057022 0.0968741266 -0.0192532582 386.9665859306 1589.1559455123,-0.020791 -0.097815 0.097815 -0.020791 388.232307 1590.954447,1.1630336856553538
41,41,41,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_data/session_1836000179/Site 3/S_041_820391088/Tile_r2-c1_S_041_82039_flip_flip.tif,,41/signal_transformed.tiff,41/prediction.tiff,41/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0041_F0015_Z00.tif,-0.0196374989 -0.0970093480 0.0969454755 -0.0194550592 503.8944749607 1574.9842846626,-0.020791 -0.097815 0.097815 -0.020791 505.232307 1575.954447,0.8302742963111794
42,42,42,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_data/session_1836000179/Site 3/S_042_603471421/Tile_r1-c3_S_042_60347_flip_flip.tif,,42/signal_transformed.tiff,42/prediction.tiff,42/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0042_F0015_Z00.tif,-0.0198282658 -0.0971531293 0.0969985523 -0.0197009823 555.0543960037 1319.0236977494,-0.020791 -0.097815 0.097815 -0.020791 555.232307 1319.954447,0.6554502165917085
43,43,43,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_take2_data/session_1348845486/Site 3/S_043_192677078/Tile_r2-c1_S_043_19267_flip_flip.tif,,43/signal_transformed.tiff,43/prediction.tiff,43/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0043_F0001_Z00.tif,0.0078161940 0.0968447548 -0.0966405696 0.0073816282 1740.2577437960 284.0649691754,-0.009585 -0.099540 0.099540 -0.009585 1512.533717 1094.843146,557.1424304822996
44,44,44,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_take2_data/session_1348845486/Site 3/S_044_243449589/Tile_r2-c2_S_044_24344_flip_flip.tif,,44/signal_transformed.tiff,44/prediction.tiff,44/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0044_F0001_Z00.tif,0.0070301624 0.0967898227 -0.0965926290 0.0066604361 1744.1301637539 395.8344276913,0.012100 0.099265 -0.099265 0.012100 1042.373674 1396.475855,306.61393730089975
45,45,45,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_take2_data/session_1348845486/Site 4/S_045_887588066/Tile_r2-c1_S_045_88758_flip_flip.tif,,45/signal_transformed.tiff,45/prediction.tiff,45/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0045_F0008_Z00.tif,0.0061192652 0.0972037452 -0.0969766112 0.0062255794 319.1679952045 626.5248411983,0.006018 0.099819 -0.099819 0.006018 321.350766 624.622612,1.4059722560333054
46,46,46,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_take3_data/session_1840855416/Site 4/S_046_978346121/Tile_r1-c3_S_046_97834_flip_flip.tif,,46/signal_transformed.tiff,46/prediction.tiff,46/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0046_F0013_Z00.tif,-0.0356646258 -0.0892380040 0.0888298842 -0.0354719753 137.4262042313 861.2227449239,-0.038268 -0.092388 0.092388 -0.038268 1219.410292 1404.992222,1622.012601159348
47,47,47,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_take3_data/session_1840855416/Site 4/S_047_1772686001/Tile_r1-c1_S_047_177268_flip_flip.tif,,47/signal_transformed.tiff,47/prediction.tiff,47/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0047_F0013_Z00.tif,-0.0353805449 -0.0888657799 0.0885872808 -0.0355505456 251.7900170305 1073.4895868199,-0.042262 -0.090631 0.090631 -0.042262 1225.723286 1418.669454,1309.1339855548001
48,48,48,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_take2_data/session_1348845486/Site 3/S_048_1145002410/Tile_r2-c1_S_048_114500_flip_flip.tif,,48/signal_transformed.tiff,48/prediction.tiff,48/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0048_F0007_Z00.tif,0.0059739464 0.0973912249 -0.0969685942 0.0054595565 159.5130031342 200.5898608061,0.038268 -0.092388 0.092388 0.038268 1439.007778 1122.589708,2249.9721819265005
49,49,49,/allen/aics/modeling/data/registration_test_data/M247514_Rorb_1/EMraw/ribbon0000/M247514_Rorb_1_Ribbon0000_data/session_1836000179/Site 3/S_049_1574233952/Tile_r1-c1_S_049_157423_flip_flip.tif,,49/signal_transformed.tiff,49/prediction.tiff,49/prediction_unpropped.tiff,file:/nas3/data/M247514_Rorb_1/processed/deconvolveddata_new/Ribbon0000/Session0003/MBP/MBP_S0049_F0015_Z00.tif,-0.0171876347 -0.0975193313 0.0975386869 -0.0169899167 571.8877825237 1493.4832816331,-0.018224 -0.098325 0.098325 -0.018224 572.923546 1494.411782,0.7266378324037717
